//Substation,Name,Area
1151,AMOCO3BA_8,WZ_FAR_WEST
1150,AMOCO3BA_T8,WZ_FAR_WEST
110274,AMOCOOIL_1_8,WZ_COAST
110275,AMOCOOIL_2_8,WZ_COAST
110276,AMOCOOIL_3_8,WZ_COAST
110277,AMOCOOIL_4_8,WZ_COAST
110278,AMOCOOIL_5_8,WZ_COAST
110279,AMOCOOIL_6_8,WZ_COAST
1376,AMOCOTAP_9,WZ_WEST
1375,AMOCO_9,WZ_WEST
901305,AMOCO_9,WZ_WEST
42090,AMOCO__POI_8,WZ_COAST
110271,AMOC_AMOCO_1,WZ_COAST
110272,AMOC_AMOCO_2,WZ_COAST
110273,AMOC_AMOCO_5,WZ_COAST
1282,AMOMIDFM_8,WZ_FAR_WEST
1130,AMOSFOST_8,WZ_FAR_WEST
110280,AMO_AMOCO_G1,WZ_COAST
110281,AMO_AMOCO_G2,WZ_COAST
110282,AMO_AMOCO_G3,WZ_COAST
110283,AMO_AMOCO_S1,WZ_COAST
110284,AMO_AMOCO_S2,WZ_COAST
2147,AM_MFG1_8,WZ_NORTH_CENTRAL
2146,AM_MFG_T8,WZ_NORTH_CENTRAL
181452,ANACACHO,WZ_WEST
181451,ANACACHO_ANA,WZ_WEST
902576,ANACACHO_ANA,WZ_WEST
1604,ANARENE1_9,WZ_NORTH
24043,ANASW1_1,WZ_NORTH_CENTRAL
24051,ANASW2_1,WZ_NORTH_CENTRAL
40100,ANBUSH_X08B8,WZ_COAST
5003,ANDERSON,WZ_SOUTH_CENTRAL
1081,ANDRANCHT_8,WZ_FAR_WEST
24005,ANDRCOSO_1,WZ_FAR_WEST
1162,ANDRCOSO_3,WZ_FAR_WEST
1158,ANDRCOSO_5,WZ_FAR_WEST
1157,ANDRCOSO_8,WZ_FAR_WEST
1156,ANDREWS_8,WZ_FAR_WEST
1267,ANDREWS_9,WZ_FAR_WEST
42110,ANGLTN__B138,WZ_COAST
6484,ANGORA2A,WZ_WEST
9155,ANGUSVAL,WZ_SOUTH_CENTRAL
2520,ANNAGCEC_T8,WZ_NORTH_CENTRAL
8637,ANNAST4A,WZ_SOUTHERN
12373,ANNASW1_3,WZ_NORTH_CENTRAL
12374,ANNASW2_3,WZ_NORTH_CENTRAL
2373,ANNASW_5,WZ_NORTH_CENTRAL
2374,ANNASW_8,WZ_NORTH_CENTRAL
2528,ANNASW_T8,WZ_NORTH_CENTRAL
6819,ANNA_RC,WZ_NORTH_CENTRAL
485,ANNETTA,WZ_NORTH_CENTRAL
6175,ANSN2A,WZ_WEST
6176,ANSO2A,WZ_WEST
141606,ANTLP_0,WZ_NORTH
141605,ANTLP_G,WZ_NORTH
141601,ANTLP_G1,WZ_NORTH
141602,ANTLP_G2,WZ_NORTH
141603,ANTLP_G3,WZ_NORTH
6787,ANWWTERT,WZ_WEST
802,APOLLO,WZ_NORTH_CENTRAL
800,APOLLO_9,WZ_NORTH_CENTRAL
8427,ARANSASP2A,WZ_SOUTHERN
8430,ARANSASP4A,WZ_SOUTHERN
8496,ARCADIA4A,WZ_SOUTHERN
1525,ARCHCITY_9,WZ_NORTH
923,ARCO138,WZ_NORTH_CENTRAL
907571,ARCO138,WZ_NORTH_CENTRAL
907573,ARCO138,WZ_NORTH_CENTRAL
1201,ARCOCRN_8,WZ_FAR_WEST
44030,ARCOLA_S82_8,WZ_COAST
1153,ARENATAP_8,WZ_FAR_WEST
1984,ARGYLE1_8,WZ_NORTH_CENTRAL
40120,ARITEK_X87B8,WZ_COAST
2251,ARLGTON1_8,WZ_NORTH_CENTRAL
2252,ARLGTON2_8,WZ_NORTH_CENTRAL
42120,ARMAND_X35B8,WZ_COAST
2868,ARMSTG1_8,WZ_NORTH_CENTRAL
2869,ARMSTG2_8,WZ_NORTH_CENTRAL
8899,ARMSTRON4A,WZ_SOUTHERN
6266,ARNT2A,WZ_WEST
1001,AROYA_8,WZ_FAR_WEST
6715,ARP,WZ_EAST
3152,ARPCHIPR_9,WZ_EAST
3228,ARP_8,WZ_EAST
3153,ARP_9,WZ_EAST
6496,ARROTT2A,WZ_WEST
1478,ARROWHD_P8,WZ_NORTH
60408,ARROWHEA4A,WZ_FAR_WEST
1493,ARTHURST_8,WZ_NORTH
1226,ARUBA1_8,WZ_FAR_WEST
8280,ASHERTON2A,WZ_SOUTHERN
8283,ASHERTON4A,WZ_SOUTHERN
755,ASPERMONT,WZ_NORTH
8246,ASPHALT4A,WZ_WEST
6156,ASPM2A,WZ_NORTH
6158,ASPM4A,WZ_NORTH
141713,ASTRA_REAC,WZ_NORTH
40130,ATASCO_S66_8,WZ_COAST
6418,ATBR2A,WZ_WEST
3247,ATHENSTA_8,WZ_EAST
3238,ATHENS_8,WZ_EAST
3239,ATHENS_9,WZ_EAST
3248,ATHNSNWT_8,WZ_EAST
120013,ATK_ATKINSG7,WZ_EAST
6542,ATLT2A,WZ_FAR_WEST
1996,ATMEL1_T8,WZ_NORTH_CENTRAL
1997,ATMEL2_T8,WZ_NORTH_CENTRAL
6511,ATSO2A,WZ_FAR_WEST
652,AUBREY,WZ_NORTH_CENTRAL
907074,AUBREY,WZ_NORTH_CENTRAL
635,AUDUBON,WZ_NORTH_CENTRAL
634,AUDUBONSW,WZ_NORTH_CENTRAL
572,AURORA,WZ_NORTH_CENTRAL
2378,AUSRNCH1_8,WZ_NORTH_CENTRAL
2377,AUSRNCH2_8,WZ_NORTH_CENTRAL
170022,AUSTDAM8,WZ_SOUTH_CENTRAL
5005,AUSTIN1,WZ_SOUTH_CENTRAL
9139,AUSTNDAM,WZ_SOUTH_CENTRAL
9397,AUSTRO1_1KV,WZ_SOUTH_CENTRAL
9396,AUSTRO2_1KV,WZ_SOUTH_CENTRAL
9328,AUSTROP,WZ_SOUTH_CENTRAL
9329,AUSTROT1,WZ_SOUTH_CENTRAL
9330,AUSTROT2,WZ_SOUTH_CENTRAL
170021,AUS_AUSTING1,WZ_SOUTH_CENTRAL
8871,AVERYPT2A,WZ_SOUTHERN
602,AVONDALE,WZ_NORTH_CENTRAL
5474,AVR_STR1,WZ_SOUTH_CENTRAL
2167,AYERS1_8,WZ_NORTH_CENTRAL
2062,AZLE1_8,WZ_NORTH_CENTRAL
8708,AZTECA4,WZ_SOUTHERN
110975,AZ_1_8,WZ_COAST
110971,AZ_AZ_G1,WZ_COAST
110972,AZ_AZ_G2,WZ_COAST
110973,AZ_AZ_G3,WZ_COAST
110974,AZ_AZ_G4,WZ_COAST
111131,BAC_8,WZ_COAST
900500,BAC_8,WZ_COAST
900501,BAC_8,WZ_COAST
111132,BAC_CTG1,WZ_COAST
111133,BAC_CTG2,WZ_COAST
111134,BAC_CTG3,WZ_COAST
111135,BAC_CTG4,WZ_COAST
111136,BAC_CTG5,WZ_COAST
111137,BAC_CTG6,WZ_COAST
5810,BADERSUB9,WZ_SOUTH_CENTRAL
160299,BAFFIN_2_5,WZ_SOUTHERN
160298,BAFFIN_5,WZ_SOUTHERN
160296,BAFFIN_UNIT1,WZ_SOUTHERN
160297,BAFFIN_UNIT2,WZ_SOUTHERN
1785,BAGWELL1_9,WZ_NORTH
44040,BAILEY_POI_5,WZ_COAST
6306,BAIRD2A,WZ_NORTH_CENTRAL
11175,BAIRDLAK_8,WZ_FAR_WEST
1154,BAKKETAP_8,WZ_FAR_WEST
1280,BAKKE_8,WZ_FAR_WEST
6341,BALEXTP2,WZ_WEST
6338,BALLINGE2A,WZ_WEST
6340,BALLINGE4A,WZ_WEST
5011,BALL_PRK,WZ_SOUTH_CENTRAL
1598,BALSORA_8,WZ_NORTH_CENTRAL
45651,BAMMEL__B138,WZ_COAST
5020,BANDERA,WZ_SOUTH_CENTRAL
2651,BANDRA1T_8,WZ_NORTH_CENTRAL
2653,BANDRA1_8,WZ_NORTH_CENTRAL
2652,BANDRA2T_8,WZ_NORTH_CENTRAL
2654,BANDRA2_8,WZ_NORTH_CENTRAL
1671,BANGS_9,WZ_WEST
902071,BANGS_9,WZ_WEST
8888,BANQUETE2A,WZ_SOUTHERN
1189,BARBER_LK1_8,WZ_WEST
69,BARCLAY,WZ_NORTH_CENTRAL
2295,BARDWELL_9,WZ_NORTH_CENTRAL
40150,BARHIL_X59B8,WZ_COAST
44052,BARKER73T3_8,WZ_COAST
48040,BARKER73TP_8,WZ_COAST
44051,BARKER_R78_8,WZ_COAST
6653,BARL2A,WZ_FAR_WEST
6655,BARL4A,WZ_FAR_WEST
41355,BARNES_X88T8,WZ_COAST
6537,BARNHART2A,WZ_WEST
6532,BARNHCV2,WZ_WEST
6530,BARNHRT2A,WZ_WEST
1203,BARNSLEY_9,WZ_FAR_WEST
900839,BARNSLEY_9,WZ_FAR_WEST
193,BARRY,WZ_NORTH_CENTRAL
3471,BARRY1_9,WZ_NORTH_CENTRAL
1086,BARSTOWNW_8,WZ_FAR_WEST
118,BARTLETT,WZ_NORTH_CENTRAL
3647,BARTLETT1_9,WZ_NORTH_CENTRAL
114,BARTLETTSW,WZ_NORTH_CENTRAL
13647,BARTLET_T_9,WZ_NORTH_CENTRAL
9158,BARTON,WZ_SOUTH_CENTRAL
1599,BARTON_8,WZ_NORTH_CENTRAL
42150,BASF___POI_8,WZ_COAST
170183,BASTE_ST0100,WZ_SOUTH_CENTRAL
170181,BAST_GTG1100,WZ_SOUTH_CENTRAL
170182,BAST_GTG2100,WZ_SOUTH_CENTRAL
8392,BATES4A,WZ_SOUTHERN
5851,BATESVILESW8,WZ_SOUTHERN
5849,BATESVILESW9,WZ_SOUTHERN
5560,BAYCITYSUB9,WZ_COAST
3435,BAYLOR1_8,WZ_NORTH_CENTRAL
1535,BAYLOR_T9,WZ_NORTH
3434,BAYLOR_T_8,WZ_NORTH_CENTRAL
1530,BAYLR_9,WZ_NORTH
42160,BAYOU__POI_8,WZ_COAST
40170,BAYTWN__B138,WZ_COAST
42170,BAYWAY__B138,WZ_COAST
8113,BAY_CITY4A,WZ_COAST
12683,BBBB,WZ_NORTH_CENTRAL
901008,BBBB,WZ_NORTH_CENTRAL
161753,BBREEZE_5,WZ_SOUTHERN
161755,BBREEZE_C2,WZ_SOUTHERN
161751,BBREEZE_W1,WZ_SOUTHERN
902011,BBREEZE_W1,WZ_SOUTHERN
3509,BBRN_OPN_8,WZ_EAST
120021,BBSES_UNIT1,WZ_EAST
120022,BBSES_UNIT2,WZ_EAST
140401,BCAT_WND1,WZ_NORTH
140402,BCAT_WND_8,WZ_NORTH
2776,BCHSPG1T_8,WZ_NORTH_CENTRAL
2777,BCHSPG1_8,WZ_NORTH_CENTRAL
8546,BCPMPTP2A,WZ_COAST
12051,BD_WDSN1_8,WZ_NORTH_CENTRAL
2051,BD_WDSN1_T8,WZ_NORTH_CENTRAL
12052,BD_WDSN2_8,WZ_NORTH_CENTRAL
2052,BD_WDSN2_T8,WZ_NORTH_CENTRAL
2027,BEARCK1_8,WZ_NORTH_CENTRAL
2035,BEARCK3_8,WZ_NORTH_CENTRAL
86,BEARGRASS,WZ_EAST
59903,BEARKAT,WZ_FAR_WEST
132993,BEARKAT_5,WZ_FAR_WEST
132992,BEARKAT_C1,WZ_FAR_WEST
3249,BEAUMNTA_9,WZ_EAST
3250,BEAUMONT_9,WZ_EAST
11524,BEAVER_9,WZ_NORTH
1524,BEAVER_T9,WZ_NORTH
5035,BECK_RD,WZ_SOUTH_CENTRAL
2050,BEDFORD1_8,WZ_NORTH_CENTRAL
12050,BEDFORD2_8,WZ_NORTH_CENTRAL
9,BEDIAS,WZ_EAST
9160,BEECREEK,WZ_SOUTH_CENTRAL
5673,BEEPRISONSB9,WZ_SOUTHERN
88198,BEEVILLE0A,WZ_SOUTHERN
5674,BEEVILLESUB9,WZ_SOUTHERN
8199,BEEVLLE2B,WZ_SOUTHERN
49100,BELAIR_A1STR,WZ_COAST
49001,BELAIR_A1TER,WZ_COAST
49101,BELAIR_A2STR,WZ_COAST
49084,BELAIR_A2TER,WZ_COAST
49102,BELAIR_A4STR,WZ_COAST
49002,BELAIR_A4TER,WZ_COAST
49125,BELAIR_A5STR,WZ_COAST
49003,BELAIR_A5TER,WZ_COAST
47010,BELAIR_B138A,WZ_COAST
47015,BELAIR_B138B,WZ_COAST
47000,BELAIR__B345,WZ_COAST
132,BELLCNTY8,WZ_NORTH_CENTRAL
133,BELLCNTY9,WZ_NORTH_CENTRAL
1547,BELLEVUE_9,WZ_NORTH
12115,BELLHELI_8,WZ_NORTH_CENTRAL
6822,BELLN_RC,WZ_NORTH
1764,BELLS1_9,WZ_NORTH
1699,BELLSN_T8,WZ_NORTH
3687,BELL_E_5,WZ_NORTH_CENTRAL
3610,BELTON1_8,WZ_NORTH_CENTRAL
13610,BELTONSW1_8,WZ_NORTH_CENTRAL
5653,BENBOLTSUB9,WZ_SOUTHERN
11874,BENBRKSUB1_8,WZ_NORTH_CENTRAL
11875,BENBRKSUB2_8,WZ_NORTH_CENTRAL
11876,BENBRK_A_3,WZ_NORTH_CENTRAL
1874,BENBRK_A_8,WZ_NORTH_CENTRAL
1869,BENBRK_A_T5,WZ_NORTH_CENTRAL
11877,BENBRK_B_3,WZ_NORTH_CENTRAL
1875,BENBRK_B_8,WZ_NORTH_CENTRAL
18741,BENBRK_SRA_8,WZ_NORTH_CENTRAL
18751,BENBRK_SRB_8,WZ_NORTH_CENTRAL
953,BENDAVIS_1_1,WZ_NORTH_CENTRAL
954,BENDAVIS_1_2,WZ_NORTH_CENTRAL
970,BENDAVIS_5,WZ_NORTH_CENTRAL
968,BENDAVIS_8,WZ_NORTH_CENTRAL
993,BENDAVIS_T1,WZ_NORTH_CENTRAL
994,BENDAVIS_T2,WZ_NORTH_CENTRAL
40155,BENDER_X86T8,WZ_COAST
6473,BENFICKL4A,WZ_WEST
99,BENHUR,WZ_NORTH_CENTRAL
6087,BENJMN2,WZ_NORTH
6086,BENJTAP2,WZ_NORTH
1582,BENNETT_8,WZ_NORTH_CENTRAL
48171,BENTON16TP_9,WZ_COAST
41071,BENTON_X16R9,WZ_COAST
8822,BENTSEN,WZ_SOUTHERN
8586,BERCLAIR2A,WZ_SOUTHERN
9163,BERGSTRM,WZ_SOUTH_CENTRAL
45670,BERRY__S95_8,WZ_COAST
40180,BERTWD_S95_8,WZ_COAST
8060,BESSEL4A,WZ_SOUTHERN
204,BETHEL,WZ_NORTH_CENTRAL
45675,BETKA__X66B8,WZ_COAST
3284,BETO_8,WZ_EAST
5871,BEVOSW9,WZ_SOUTHERN
111041,BFM_HYD_ST1,WZ_COAST
48026,BG_CRK45TP_9,WZ_COAST
44070,BG_CRK_T45_9,WZ_COAST
1111,BIG3ODTA_8,WZ_FAR_WEST
1112,BIG3OD_8,WZ_FAR_WEST
2275,BIG3_GP_T8,WZ_NORTH_CENTRAL
42180,BIGBAY_POI_8,WZ_COAST
3506,BIGBRNM1_8,WZ_EAST
3507,BIGBRNM2_8,WZ_EAST
3505,BIGBRN_T_8,WZ_EAST
3380,BIGBRN__5,WZ_EAST
904248,BIGBRN__5,WZ_EAST
1361,BIGCRMWD_9,WZ_FAR_WEST
1357,BIGCRMWD_T9,WZ_FAR_WEST
5852,BIGFOOTSUB9,WZ_SOUTHERN
6536,BIGLAKE24,WZ_FAR_WEST
6533,BIGLAKE2A,WZ_FAR_WEST
6535,BIGLAKE4A,WZ_FAR_WEST
5675,BIGOAKSUB9,WZ_SOUTHERN
1324,BIGSPGWE_8,WZ_FAR_WEST
1322,BIGSPRIG_8,WZ_FAR_WEST
1323,BIGSPRIG_9,WZ_FAR_WEST
8146,BIGTRE4A,WZ_COAST
40190,BIGVUE_X03B8,WZ_COAST
5868,BIGWELLSSUB9,WZ_SOUTHERN
8218,BIG_FOOT2A,WZ_SOUTHERN
8221,BIG_FOOT4A,WZ_SOUTHERN
8613,BIG_WELL4A,WZ_SOUTHERN
40200,BIMONT_POI_8,WZ_COAST
42190,BIPORT_X82B8,WZ_COAST
8498,BISHOP2A,WZ_SOUTHERN
753,BISSETT,WZ_NORTH
3282,BLACKFOT_8,WZ_EAST
2713,BLACKLAND1_8,WZ_NORTH_CENTRAL
2716,BLACKLAND2_8,WZ_NORTH_CENTRAL
1096,BLACKRVR_8,WZ_FAR_WEST
2151,BLACKSTN1_8,WZ_NORTH_CENTRAL
1528,BLACKWEL_9,WZ_NORTH
1526,BLACKWEL_T9,WZ_NORTH
3499,BLAKFTAP_8,WZ_EAST
1666,BLANKET_9,WZ_NORTH_CENTRAL
237,BLANTON,WZ_NORTH_CENTRAL
60075,BLCKDUM1,WZ_WEST
60074,BLCKDUM2,WZ_WEST
6886,BLDSW_RC,WZ_NORTH_CENTRAL
8119,BLESSING2A,WZ_COAST
8121,BLESSING4A,WZ_COAST
8123,BLESSING7A,WZ_COAST
60041,BLFTERT1,WZ_WEST
906461,BLFTERT1,WZ_WEST
60043,BLFTERT2,WZ_WEST
6216,BLF_CRK4A,WZ_WEST
60040,BLF_CRK7A,WZ_WEST
8911,BLKBYU4A,WZ_COAST
2884,BLKWEL1_8,WZ_NORTH_CENTRAL
2885,BLKWEL2_8,WZ_NORTH_CENTRAL
47521,BLOGET37T2_8,WZ_COAST
48029,BLOGET37TP_9,WZ_COAST
48030,BLOGET46TP_9,WZ_COAST
47522,BLOGET_R46_9,WZ_COAST
3470,BLOOMGRV1_9,WZ_NORTH_CENTRAL
1687,BLOOSOM_T8,WZ_NORTH
5022,BLOSSOM,WZ_SOUTH_CENTRAL
140383,BLSMT1_5,WZ_NORTH
140381,BLSMT_1_5,WZ_NORTH
2627,BLTLIN1_8,WZ_NORTH_CENTRAL
2628,BLTLIN2_8,WZ_NORTH_CENTRAL
79609,BLUEACRE,WZ_FAR_WEST
2071,BLUEMD1_8,WZ_NORTH_CENTRAL
2070,BLUEMD2_8,WZ_NORTH_CENTRAL
1309,BLUFCKTA_8,WZ_WEST
305,BLUFFDALE,WZ_NORTH_CENTRAL
3518,BLUMPUMP1_8,WZ_NORTH_CENTRAL
44082,BLURIG02T3_8,WZ_COAST
48036,BLURIG02TP_8,WZ_COAST
48037,BLURIG05TP_8,WZ_COAST
44081,BLURIG_T05_8,WZ_COAST
109081,BL_CCSWC,WZ_EAST
109020,BL__BL_BROWN,WZ_SOUTHERN
109060,BL__BL_MILIT,WZ_SOUTHERN
24021,BNBSW1_1,WZ_NORTH_CENTRAL
24022,BNBSW2_1,WZ_NORTH_CENTRAL
6848,BNHMLKRC,WZ_NORTH
8459,BNSN4A,WZ_SOUTHERN
6597,BOBCAT2A,WZ_FAR_WEST
6599,BOBCTTAP2A,WZ_FAR_WEST
6037,BOBWHITE4A,WZ_NORTH
1533,BOMARTON_9,WZ_NORTH
12095,BOMBR_RD_9,WZ_NORTH_CENTRAL
24052,BOMSW1_1,WZ_NORTH
24053,BOMSW2_1,WZ_NORTH
905,BONBRAE69,WZ_NORTH_CENTRAL
