//ste,ara,nde,GenFactor,LoadFactor,ResidualLF
0,0,1283,0.000,0.000,0.000
0,0,1163,0.000,0.000,0.000
0,0,1164,0.000,0.000,0.000
0,0,1307,0.000,0.000,0.000
0,0,1166,0.000,0.000,0.000
0,0,1167,0.000,0.000,0.000
0,0,1169,0.000,0.000,0.000
0,0,136,0.000,0.000,0.000
0,0,1175,0.000,0.001,0.000
0,0,11179,0.000,0.000,0.000
0,0,11184,0.000,0.000,0.000
0,0,1177,0.000,0.000,0.000
0,0,1182,0.000,0.000,0.000
0,0,902398,0.000,0.000,0.000
0,0,79618,0.000,0.001,0.000
0,0,11855,0.000,0.000,0.000
0,0,902659,0.000,0.000,0.000
0,0,11874,0.000,0.000,0.000
0,0,11875,0.000,0.000,0.000
0,0,150172,0.000,0.000,0.000
0,0,79605,0.000,0.001,0.000
0,0,11952,0.000,0.000,0.000
0,0,1955,0.000,0.001,0.000
0,0,900776,0.000,0.000,0.000
0,0,1198,0.000,0.000,0.000
0,0,1232,0.000,0.000,0.000
0,0,120,0.000,0.000,0.000
0,0,3678,0.000,0.000,0.000
0,0,120031,0.000,0.001,0.000
0,0,120032,0.000,0.001,0.000
0,0,120042,0.000,0.001,0.000
0,0,1201,0.000,0.000,0.000
0,0,12012,0.000,0.000,0.000
0,0,120131,0.000,0.000,0.000
0,0,120132,0.000,0.001,0.000
0,0,120162,0.000,0.000,0.000
0,0,900839,0.000,0.000,0.000
0,0,12021,0.000,0.001,0.000
0,0,12026,0.000,0.000,0.000
0,0,12028,0.000,0.000,0.000
0,0,12036,0.000,0.000,0.000
0,0,1205,0.000,0.000,0.000
0,0,12051,0.000,0.000,0.000
0,0,12052,0.000,0.000,0.000
0,0,1207,0.000,0.000,0.000
0,0,12066,0.000,0.000,0.000
0,0,1209,0.000,0.000,0.000
0,0,121,0.000,0.000,0.000
0,0,3640,0.000,0.000,0.000
0,0,3688,0.000,0.000,0.000
0,0,1212,0.000,0.000,0.000
0,0,1215,0.000,0.000,0.000
0,0,1214,0.000,0.000,0.000
0,0,12140,0.000,0.000,0.000
0,0,900867,0.000,0.000,0.000
0,0,900868,0.000,0.000,0.000
0,0,1216,0.000,0.000,0.000
0,0,1217,0.000,0.000,0.000
0,0,1218,0.000,0.000,0.000
0,0,1221,0.000,0.000,0.000
0,0,1352,0.000,0.000,0.000
0,0,1223,0.000,0.000,0.000
0,0,1225,0.000,0.000,0.000
0,0,11226,0.000,0.000,0.000
0,0,1226,0.000,0.000,0.000
0,0,1227,0.000,0.000,0.000
0,0,1228,0.000,0.000,0.000
0,0,1229,0.000,0.000,0.000
0,0,1235,0.000,0.000,0.000
0,0,1237,0.000,0.001,0.000
0,0,1239,0.000,0.000,0.000
0,0,12394,0.000,0.001,0.000
0,0,1241,0.000,0.000,0.000
0,0,1242,0.000,0.000,0.000
0,0,1243,0.000,0.000,0.000
0,0,1246,0.000,0.000,0.000
0,0,1249,0.000,0.000,0.000
0,0,12903,0.000,0.000,0.000
0,0,12904,0.000,0.000,0.000
0,0,12481,0.000,0.000,0.000
0,0,1251,0.000,0.000,0.000
0,0,1253,0.000,0.000,0.000
0,0,1258,0.000,0.000,0.000
0,0,12519,0.000,0.000,0.000
0,0,900973,0.000,0.000,0.000
0,0,37291,0.000,0.000,0.000
0,0,1255,0.000,0.000,0.000
0,0,145,0.000,0.000,0.000
0,0,3636,0.000,0.000,0.000
0,0,1263,0.000,0.000,0.000
0,0,11265,0.000,0.000,0.000
0,0,1269,0.000,0.000,0.000
0,0,1270,0.000,0.000,0.000
0,0,1268,0.000,0.000,0.000
0,0,12680,0.000,0.001,0.000
0,0,33629,0.000,0.001,0.000
0,0,12683,0.000,0.001,0.000
0,0,11275,0.000,0.000,0.000
0,0,12722,0.000,0.000,0.000
0,0,1273,0.000,0.000,0.000
0,0,1274,0.000,0.000,0.000
0,0,12735,0.000,0.000,0.000
0,0,903611,0.000,0.000,0.000
0,0,1275,0.000,0.000,0.000
0,0,11263,0.000,0.000,0.000
0,0,1294,0.000,0.000,0.000
0,0,13,0.000,0.000,0.000
0,0,1300,0.000,0.000,0.000
0,0,1308,0.000,0.000,0.000
0,0,130121,0.000,0.000,0.000
0,0,130221,0.000,0.000,0.000
0,0,130322,0.000,0.000,0.000
0,0,130324,0.000,0.000,0.000
0,0,1304,0.000,0.001,0.000
0,0,1318,0.000,0.000,0.000
0,0,6660,0.000,0.000,0.000
0,0,1310,0.000,0.000,0.000
0,0,1312,0.000,0.000,0.000
0,0,13101,0.000,0.000,0.000
0,0,131141,0.000,0.000,0.000
0,0,131142,0.000,0.000,0.000
0,0,120101,0.000,0.000,0.000
0,0,120102,0.000,0.000,0.000
0,0,131351,0.000,0.000,0.000
0,0,1314,0.000,0.001,0.000
0,0,1316,0.000,0.001,0.000
0,0,131551,0.000,0.000,0.000
0,0,131651,0.000,0.000,0.000
0,0,131751,0.000,0.000,0.000
0,0,131752,0.000,0.000,0.000
0,0,131851,0.000,0.001,0.000
0,0,1367,0.000,0.000,0.000
0,0,1373,0.000,0.000,0.000
0,0,131951,0.000,0.000,0.000
0,0,131131,0.000,0.000,0.000
0,0,1323,0.000,0.000,0.000
0,0,1345,0.000,0.000,0.000
0,0,132111,0.000,0.000,0.000
0,0,132161,0.000,0.000,0.000
0,0,1322,0.000,0.000,0.000
0,0,1324,0.000,0.000,0.000
0,0,132212,0.000,0.000,0.000
0,0,1351,0.000,0.000,0.000
0,0,132332,0.000,0.000,0.000
0,0,132333,0.000,0.000,0.000
0,0,132382,0.000,0.000,0.000
0,0,1325,0.000,0.000,0.000
0,0,132431,0.000,0.000,0.000
0,0,132436,0.000,0.000,0.000
0,0,132731,0.000,0.000,0.000
0,0,132781,0.000,0.000,0.000
0,0,79556,0.000,0.000,0.000
0,0,132831,0.000,0.000,0.000
0,0,132881,0.000,0.000,0.000
0,0,132941,0.000,0.000,0.000
0,0,132991,0.000,0.000,0.000
0,0,1336,0.000,0.000,0.000
0,0,1334,0.000,0.000,0.000
0,0,1338,0.000,0.000,0.000
0,0,76319,0.000,0.000,0.000
0,0,3394,0.000,0.000,0.000
0,0,1340,0.000,0.000,0.000
0,0,1381,0.000,0.000,0.000
0,0,1406,0.000,0.000,0.000
0,0,6247,0.000,0.000,0.000
0,0,6661,0.000,0.000,0.000
0,0,1342,0.000,0.000,0.000
0,0,902156,0.000,0.001,0.000
0,0,11347,0.000,0.000,0.000
0,0,1347,0.000,0.000,0.000
0,0,1362,0.000,0.000,0.000
0,0,1358,0.000,0.000,0.000
0,0,1361,0.000,0.000,0.000
0,0,1365,0.000,0.000,0.000
0,0,1395,0.000,0.000,0.000
0,0,1363,0.000,0.000,0.000
0,0,1364,0.000,0.000,0.000
0,0,1368,0.000,0.000,0.000
0,0,1369,0.000,0.000,0.000
0,0,137,0.000,0.000,0.000
0,0,141,0.000,0.000,0.000
0,0,161,0.000,0.000,0.000
0,0,1370,0.000,0.000,0.000
0,0,13700,0.000,0.000,0.000
0,0,1374,0.000,0.000,0.000
0,0,1375,0.000,0.000,0.000
0,0,1379,0.000,0.000,0.000
0,0,1380,0.000,0.000,0.000
0,0,11380,0.000,0.000,0.000
0,0,1383,0.000,0.000,0.000
0,0,1384,0.000,0.000,0.000
0,0,1385,0.000,0.000,0.000
0,0,1390,0.000,0.000,0.000
0,0,1391,0.000,0.000,0.000
0,0,3610,0.000,0.000,0.000
0,0,3624,0.000,0.000,0.000
0,0,1392,0.000,0.000,0.000
0,0,140,0.000,0.000,0.000
0,0,3455,0.000,0.000,0.000
0,0,3456,0.000,0.000,0.000
0,0,1400,0.000,0.000,0.000
0,0,1402,0.000,0.000,0.000
0,0,140003,0.000,0.000,0.000
0,0,140004,0.000,0.000,0.000
0,0,140061,0.000,0.000,0.000
0,0,140062,0.000,0.000,0.000
0,0,140064,0.000,0.000,0.000
0,0,140065,0.000,0.000,0.000
0,0,140082,0.000,0.000,0.000
0,0,140331,0.000,0.000,0.000
0,0,140381,0.000,0.000,0.000
0,0,140401,0.000,0.000,0.000
0,0,140441,0.000,0.000,0.000
0,0,140472,0.000,0.000,0.000
0,0,140501,0.000,0.000,0.000
0,0,140502,0.000,0.000,0.000
0,0,140601,0.000,0.000,0.000
0,0,140602,0.000,0.000,0.000
0,0,140651,0.000,0.000,0.000
0,0,140652,0.000,0.000,0.000
0,0,140654,0.000,0.000,0.000
0,0,140655,0.000,0.000,0.000
0,0,1407,0.000,0.000,0.000
0,0,140701,0.000,0.000,0.000
0,0,140751,0.000,0.000,0.000
0,0,140752,0.000,0.000,0.000
0,0,9451,0.000,0.000,0.000
0,0,140801,0.000,0.000,0.000
0,0,140802,0.000,0.000,0.000
0,0,140851,0.000,0.000,0.000
0,0,140852,0.000,0.000,0.000
0,0,141001,0.000,0.000,0.000
0,0,141051,0.000,0.000,0.000
0,0,141052,0.000,0.000,0.000
0,0,141151,0.000,0.000,0.000
0,0,141202,0.000,0.000,0.000
0,0,141205,0.000,0.000,0.000
0,0,141303,0.000,0.000,0.000
0,0,141353,0.000,0.000,0.000
0,0,141354,0.000,0.000,0.000
0,0,141401,0.000,0.000,0.000
0,0,141451,0.000,0.000,0.000
0,0,141501,0.000,0.000,0.000
0,0,141662,0.000,0.000,0.000
0,0,141711,0.000,0.000,0.000
0,0,141761,0.000,0.000,0.000
0,0,141762,0.000,0.000,0.000
0,0,141811,0.000,0.000,0.000
0,0,141812,0.000,0.000,0.000
0,0,141861,0.000,0.000,0.000
0,0,141862,0.000,0.000,0.000
0,0,142011,0.000,0.000,0.000
0,0,142061,0.000,0.000,0.000
0,0,142111,0.000,0.000,0.000
0,0,1499,0.000,0.000,0.000
0,0,1431,0.000,0.000,0.000
0,0,1500,0.000,0.000,0.000
0,0,1427,0.000,0.000,0.000
0,0,17007,0.000,0.000,0.000
0,0,1448,0.000,0.000,0.000
0,0,1601,0.000,0.000,0.000
0,0,1900,0.000,0.002,0.000
0,0,1661,0.000,0.000,0.000
0,0,1494,0.000,0.000,0.000
0,0,1527,0.000,0.000,0.000
0,0,1480,0.000,0.000,0.000
0,0,1543,0.000,0.000,0.000
0,0,1485,0.000,0.000,0.000
0,0,1492,0.000,0.000,0.000
0,0,1518,0.000,0.000,0.000
0,0,1541,0.000,0.000,0.000
0,0,1544,0.000,0.000,0.000
0,0,146,0.000,0.000,0.000
0,0,1467,0.000,0.000,0.000
0,0,1468,0.000,0.000,0.000
0,0,147,0.000,0.000,0.000
0,0,3578,0.000,0.000,0.000
0,0,3580,0.000,0.000,0.000
0,0,1525,0.000,0.000,0.000
0,0,1604,0.000,0.000,0.000
0,0,1476,0.000,0.000,0.000
0,0,1483,0.000,0.000,0.000
0,0,17006,0.000,0.000,0.000
0,0,1484,0.000,0.000,0.000
0,0,1486,0.000,0.000,0.000
0,0,1489,0.000,0.000,0.000
0,0,1493,0.000,0.001,0.000
0,0,153,0.000,0.000,0.000
0,0,15005,0.000,0.001,0.000
0,0,150103,0.000,0.000,0.000
0,0,331,0.000,0.000,0.000
0,0,12241,0.000,0.000,0.000
0,0,150171,0.000,0.000,0.000
0,0,150182,0.000,0.000,0.000
0,0,901622,0.000,0.000,0.000
0,0,901624,0.000,0.000,0.000
0,0,901625,0.000,0.000,0.000
0,0,150211,0.000,0.000,0.000
0,0,150311,0.000,0.000,0.000
0,0,15051,0.000,0.000,0.000
0,0,1514,0.000,0.000,0.000
0,0,1891,0.000,0.000,0.000
0,0,150751,0.000,0.000,0.000
0,0,150752,0.000,0.000,0.000
0,0,150801,0.000,0.000,0.000
0,0,1512,0.000,0.000,0.000
0,0,37390,0.000,0.000,0.000
0,0,150901,0.000,0.000,0.000
0,0,150902,0.000,0.000,0.000
0,0,150904,0.000,0.000,0.000
0,0,150905,0.000,0.000,0.000
0,0,150962,0.000,0.000,0.000
0,0,150981,0.000,0.000,0.000
0,0,151033,0.000,0.000,0.000
0,0,151034,0.000,0.000,0.000
0,0,1511,0.000,0.000,0.000
0,0,151142,0.000,0.000,0.000
0,0,151191,0.000,0.000,0.000
0,0,151192,0.000,0.000,0.000
0,0,151193,0.000,0.000,0.000
0,0,151194,0.000,0.000,0.000
0,0,1517,0.000,0.000,0.000
0,0,1519,0.000,0.000,0.000
0,0,1521,0.000,0.000,0.000
0,0,1528,0.000,0.000,0.000
0,0,1531,0.000,0.000,0.000
0,0,1532,0.000,0.000,0.000
0,0,1533,0.000,0.000,0.000
0,0,6107,0.000,0.000,0.000
0,0,1537,0.000,0.000,0.000
0,0,1538,0.000,0.000,0.000
0,0,6075,0.000,0.000,0.000
0,0,1549,0.000,0.000,0.000
0,0,1550,0.000,0.000,0.000
0,0,1542,0.000,0.000,0.000
0,0,1558,0.000,0.000,0.000
0,0,33770,0.000,0.000,0.000
0,0,1546,0.000,0.000,0.000
0,0,1547,0.000,0.000,0.000
0,0,1553,0.000,0.000,0.000
0,0,1554,0.000,0.000,0.000
0,0,1556,0.000,0.000,0.000
0,0,1572,0.000,0.000,0.000
0,0,1561,0.000,0.000,0.000
0,0,1563,0.000,0.000,0.000
0,0,1564,0.000,0.000,0.000
0,0,1565,0.000,0.000,0.000
0,0,1566,0.000,0.000,0.000
0,0,157,0.000,0.000,0.000
0,0,1570,0.000,0.000,0.000
0,0,1575,0.000,0.000,0.000
0,0,1581,0.000,0.000,0.000
0,0,1577,0.000,0.000,0.000
0,0,1580,0.000,0.000,0.000
0,0,1579,0.000,0.000,0.000
0,0,901811,0.000,0.000,0.000
0,0,258,0.000,0.000,0.000
0,0,1584,0.000,0.000,0.000
0,0,17001,0.000,0.000,0.000
0,0,1586,0.000,0.000,0.000
0,0,1587,0.000,0.000,0.000
0,0,1591,0.000,0.000,0.000
0,0,6848,0.000,0.000,0.000
0,0,1602,0.000,0.000,0.000
0,0,37870,0.000,0.000,0.000
0,0,160002,0.000,0.000,0.000
0,0,160003,0.000,0.000,0.000
0,0,160051,0.000,0.000,0.000
0,0,160062,0.000,0.000,0.000
0,0,160063,0.000,0.000,0.000
0,0,160074,0.000,0.000,0.000
0,0,160075,0.000,0.000,0.000
0,0,160076,0.000,0.000,0.000
0,0,160077,0.000,0.000,0.000
0,0,160092,0.000,0.000,0.000
0,0,160093,0.000,0.000,0.000
0,0,160103,0.000,0.000,0.000
0,0,160104,0.000,0.000,0.000
0,0,160131,0.000,0.001,0.000
0,0,160141,0.000,0.000,0.000
0,0,160142,0.000,0.001,0.000
0,0,8469,0.000,0.000,0.000
0,0,160182,0.000,0.001,0.000
0,0,1607,0.000,0.000,0.000
0,0,160264,0.000,0.001,0.000
0,0,160261,0.000,0.000,0.000
0,0,160262,0.000,0.000,0.000
0,0,160291,0.000,0.000,0.000
0,0,160292,0.000,0.000,0.000
0,0,160293,0.000,0.000,0.000
0,0,160299,0.000,0.000,0.000
0,0,160296,0.000,0.000,0.000
0,0,160297,0.000,0.000,0.000
0,0,37830,0.000,0.000,0.000
0,0,160392,0.000,0.000,0.000
0,0,160391,0.000,0.000,0.000
0,0,160491,0.000,0.000,0.000
0,0,160492,0.000,0.000,0.000
0,0,160594,0.000,0.000,0.000
0,0,1606,0.000,0.001,0.000
0,0,160691,0.000,0.000,0.000
0,0,160693,0.000,0.000,0.000
0,0,1608,0.000,0.000,0.000
0,0,160741,0.000,0.000,0.000
0,0,160742,0.000,0.000,0.000
0,0,1615,0.000,0.000,0.000
0,0,160832,0.000,0.000,0.000
0,0,160881,0.000,0.000,0.000
0,0,160982,0.000,0.000,0.000
0,0,161032,0.000,0.000,0.000
0,0,161033,0.000,0.000,0.000
0,0,161034,0.000,0.000,0.000
0,0,161035,0.000,0.000,0.000
0,0,161052,0.000,0.000,0.000
0,0,161102,0.000,0.000,0.000
0,0,161107,0.000,0.000,0.000
0,0,1612,0.000,0.000,0.000
0,0,1614,0.000,0.001,0.000
0,0,161201,0.000,0.000,0.000
0,0,1618,0.000,0.000,0.000
0,0,161451,0.000,0.000,0.000
0,0,161452,0.000,0.000,0.000
0,0,161551,0.000,0.000,0.000
0,0,1617,0.000,0.000,0.000
0,0,161602,0.000,0.000,0.000
0,0,161701,0.000,0.000,0.000
0,0,161702,0.000,0.000,0.000
0,0,161751,0.000,0.000,0.000
0,0,902011,0.000,0.000,0.000
0,0,1619,0.000,0.000,0.000
0,0,1621,0.000,0.000,0.000
0,0,1623,0.000,0.000,0.000
0,0,6317,0.000,0.000,0.000
0,0,902023,0.000,0.000,0.000
0,0,1628,0.000,0.000,0.000
0,0,1627,0.000,0.000,0.000
0,0,1630,0.000,0.000,0.000
0,0,1632,0.000,0.000,0.000
0,0,1633,0.000,0.000,0.000
0,0,1635,0.000,0.000,0.000
0,0,1636,0.000,0.000,0.000
0,0,1641,0.000,0.000,0.000
0,0,1665,0.000,0.000,0.000
0,0,2278,0.000,0.000,0.000
0,0,1646,0.000,0.000,0.000
0,0,37680,0.000,0.000,0.000
0,0,169,0.000,0.000,0.000
0,0,173,0.000,0.000,0.000
0,0,1651,0.000,0.000,0.000
0,0,7070,0.000,0.000,0.000
0,0,1656,0.000,0.001,0.000
0,0,7386,0.000,0.000,0.000
0,0,1666,0.000,0.000,0.000
0,0,1670,0.000,0.000,0.000
0,0,1671,0.000,0.000,0.000
0,0,37400,0.000,0.000,0.000
0,0,1743,0.000,0.000,0.000
0,0,1776,0.000,0.000,0.000
0,0,1777,0.000,0.000,0.000
0,0,1774,0.000,0.001,0.000
0,0,120033,0.000,0.001,0.000
0,0,1698,0.000,0.000,0.000
0,0,1800,0.000,0.000,0.000
0,0,1814,0.000,0.000,0.000
0,0,1758,0.000,0.000,0.000
0,0,6822,0.000,0.000,0.000
0,0,21,0.000,0.000,0.000
0,0,32000,0.000,0.000,0.000
0,0,170,0.000,0.000,0.000
0,0,3592,0.000,0.000,0.000
0,0,170021,0.000,0.000,0.000
0,0,170031,0.000,0.000,0.000
0,0,170033,0.000,0.000,0.000
0,0,170041,0.000,0.000,0.000
0,0,170042,0.000,0.000,0.000
0,0,7310,0.000,0.000,0.000
0,0,170172,0.000,0.000,0.000
0,0,170173,0.000,0.000,0.000
0,0,1788,0.000,0.000,0.000
0,0,170381,0.000,0.000,0.000
0,0,1704,0.000,0.000,0.000
0,0,170401,0.000,0.000,0.000
